question,answer,category,sub_category
Q: How is AWS Lambda@Edge different from using AWS Lambda behind Amazon API Gateway?,"
The difference is that API Gateway and Lambda are regional services. Using [Lambda@Edge](https://web.archive.org/web/20240727065740/https://aws.amazon.com/lambda/edge/) and [Amazon CloudFront](https://web.archive.org/web/20240727065740/https://aws.amazon.com/cloudfront/) allows you to execute logic across multiple AWS locations based on where your end viewers are located.
",Lambda,Lambda@Edge
Q: How available are AWS Lambda functions?,"
                AWS Lambda is designed to use replication and redundancy to provide high availability for both the service itself and for the Lambda functions it operates. There are no maintenance windows or scheduled downtimes for either. 
              ",Lambda,Scalability and availability
Q: Do my AWS Lambda functions remain available when I change my code or its configuration?,"
                Yes. When you update a Lambda function, there will be a brief window of time, typically less than a minute, when requests could be served by either the old or the new version of your function. 
              ",Lambda,Scalability and availability
Q: Is there a limit to the number of AWS Lambda functions I can execute at once?,"
No. AWS Lambda is designed to run many instances of your functions in parallel. However, AWS Lambda has a default safety throttle, for the number of concurrent executions per account per region (visit [here](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/concurrent-executions.html#concurrent-execution-safety-limit) for info on default safety throttle limits). You can also control the maximum concurrent executions for individual AWS Lambda functions, which you can use to reserve a subset of your account concurrency limit for critical functions, or cap traffic rates to downstream resources.  If you wish to submit a request to increase the concurrent execution limit, you can use [Service Quotas](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/servicequotas/latest/userguide/request-quota-increase.html) to request a limit increase request.
",Lambda,Scalability and availability
Q: What happens if my account exceeds the default throttle limit on concurrent executions?,"
On exceeding the maximum concurrent executions limit, AWS Lambda functions being invoked synchronously will return a throttling error (429 error code). Lambda functions being invoked asynchronously can absorb reasonable bursts of traffic for approximately 15-30 minutes, after which incoming events will be rejected as throttled. In case the Lambda function is being invoked in response to Amazon S3 events, events rejected by AWS Lambda may be retained and retried by S3 for 24 hours. Events from Amazon Kinesis streams and Amazon DynamoDB streams are retried until the Lambda function succeeds or the data expires. Amazon Kinesis and Amazon DynamoDB Streams retain data for 24 hours.
",Lambda,Scalability and availability
Q: Are default maximum concurrent execution limits applied on a per function level?,"
The default maximum concurrent execution limit is applied at the account level. However, you can also set limits on individually functions as well (visit [here](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/configuration-concurrency.html) for info on Reserved Concurrency).
",Lambda,Scalability and availability
Q. How quickly do my AWS Lambda functions scale? ,"
Each synchronously invoked Lambda function can scale at a rate of up to 1000 concurrent executions every 10 seconds. While Lambda's scaling rate is suitable for most use cases, it is particularly ideal for those with predictable or unpredictable bursts of traffic. For example, SLA-bound data processing would require predictable yet rapid scaling to meet processing demand. Similarly, serving breaking news articles, or flash sales could drive unpredictable levels of traffic in a short period of time. Lambda's scaling rate can facilitate such use cases without additional configurations or tooling. Additionally, the concurrency scaling limit is a function-level limit, which means each function in your account scales independently of other functions.
",Lambda,Scalability and availability
Q: What happens if my Lambda function fails while processing an event?,"
                On failure, Lambda functions being invoked synchronously will respond with an exception. Lambda functions being invoked asynchronously are retried at least 3 times. Events from Amazon Kinesis streams and Amazon DynamoDB streams are retried until the Lambda function succeeds or the data expires. Kinesis and DynamoDB Streams retain data for a minimum of 24 hours. 
              ",Lambda,Scalability and availability
Q: What happens if my Lambda function invocations exhaust the available policy?,"
On exceeding the retry policy for asynchronous invocations, you can configure a “dead letter queue” (DLQ) into which the event will be placed; in the absence of a configured DLQ the event may be rejected. On exceeding the retry policy for stream-based invocations, the data would have already expired and therefore rejected.
",Lambda,Scalability and availability
Q: What resources can I configure as a dead letter queue for a Lambda function?,"
                You can configure an Amazon SQS queue or an Amazon SNS topic as your dead letter queue. 
              ",Lambda,Scalability and availability
Q: How do I allow my AWS Lambda function access to other AWS resources?,"
You grant permissions to your Lambda function to access other resources using an IAM role. AWS Lambda assumes the role while executing your Lambda function, so you always retain full, secure control of exactly which AWS resources it can use. Visit [Setting up AWS Lambda](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/setting-up.html) to learn more about roles.
",Lambda,Security and access control
Q: How do I control which Amazon S3 buckets can call which AWS Lambda functions?,"
When you configure an Amazon S3 bucket to send messages to an AWS Lambda function, a resource policy rule will be created that grants access. Visit the [Lambda Developer Guide](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/welcome.html) to learn more about resource policies and access controls for Lambda functions.
",Lambda,Security and access control
Q: How do I control which Amazon DynamoDB table or Amazon Kinesis stream an AWS Lambda function can poll?,"
Access controls are managed through the Lambda function role. The role you assign to your Lambda function also determines which resource(s) AWS Lambda can poll on its behalf. Visit the [Lambda Developer Guide](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/welcome.html) to learn more.
",Lambda,Security and access control
Q: How do I control which Amazon SQS queue an AWS Lambda function can poll?,"
                Access controls can be managed by the Lambda function role or a resource policy setting on the queue itself. If both policies are present, the more restrictive of the two permissions will be applied. 
              ",Lambda,Security and access control
Q: How do I access resources in Amazon VPC from my AWS Lambda function?,"
You can enable Lambda functions to access resources in your VPC by specifying the subnet and security group as part of your function configuration. Lambda functions configured to access resources in a particular VPC will not have access to the internet as a default configuration. To grant internet to these functions, use [internet gateways](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/vpc/latest/userguide/extend-intro.html). By default, Lambda functions communicate with resources in a dual-stack VPC over IPv4. You can configure your functions to access resources in a dual-stack VPC over IPv6. For more details on Lambda functions configured with VPC, see [Lambda Private Networking with VPC](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/foundation-networking.html).
",Lambda,Security and access control
Q: What is Code Signing for AWS Lambda?,"
Code Signing for AWS Lambda offers trust and integrity controls that enable you to verify that only unaltered code from approved developers is deployed in your Lambda functions. You can use [AWS Signer](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/signer/latest/developerguide/Welcome.html), a fully-managed code signing service, to digitally sign code artifacts and configure your Lambda functions to verify the signatures at deployment. Code Signing for AWS Lambda is currently only available for functions packaged as ZIP archives.
",Lambda,Security and access control
Q: How do I create digitally signed code artifacts?,"
You can create digitally signed code artifacts using a [Signing Profile](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/signer/latest/api/API_SigningProfile.html) through the AWS Signer console, the Signer API, SAM CLI or AWS CLI. To learn more, please see the [documentation for AWS Signer](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/signer/latest/api/Welcome.html).
",Lambda,Security and access control
Q: How do I configure my Lambda functions to enable code signing?,"
                You can enable code signing by creating a Code Signing Configuration through the AWS Management Console, the Lambda API, the AWS CLI, AWS CloudFormation, and AWS SAM. Code Signing Configuration helps you specify the approved signing profiles and configure whether to warn or reject deployments if signature checks fail. Code Signing Configurations can be attached to individual Lambda functions to enable the code signing feature. Such functions now start verifying signatures at deployment. 
              ",Lambda,Security and access control
Q: What signature checks does AWS Lambda perform on deployment?,"
AWS Lambda can perform the following signature checks at deployment:
• Corrupt signature - This occurs if the code artifact has been altered since signing.• Mismatched signature - This occurs if the code artifact is signed by a signing profile that is not approved.• Expired signature - This occurs if the signature is past the configured expiry date.• Revoked signature - This occurs if the signing profile owner revokes the signing jobs.
To learn more, please see the [AWS Lambda documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/welcome.html).
",Lambda,Security and access control
Q: Can I enable code signing for existing functions?,"
                Yes, you can enable code signing for existing functions by attaching a code signing configuration to the function. You can do this using the AWS Lambda console, the Lambda API, the AWS CLI, AWS CloudFormation, and AWS SAM. 
              ",Lambda,Security and access control
Q: Is there any additional cost for using Code Signing for AWS Lambda?,"
There is no additional cost when using Code Signing for AWS Lambda. You pay the standard price for AWS Lambda. To learn more, please see [Pricing](https://web.archive.org/web/20240727065740/https://aws.amazon.com/lambda/pricing/).
",Lambda,Security and access control
Q: What advanced logging controls are supported on Lambda?,"
To provide you a simplified and enhanced logging experience by default, AWS Lambda offers advanced logging controls such as the ability to natively capture Lambda function logs in JSON structured format, control the log level filtering of Lambda function logs without making any code changes, and customize the Amazon CloudWatch log group Lambda sends logs to.
",Lambda,Advanced logging controls
Q: What can I use advanced logging controls for?,"
You can capture Lambda function logs in JSON structured format without having to use your own logging libraries. JSON structured logs make it easier to search, filter, and analyze large volumes of log entries. You can control the log level filtering of Lambda function logs without making any code changes, which enables you to choose the required logging granularity level for Lambda functions without sifting through large volumes of logs when debugging and troubleshooting errors. You can also set which [Amazon CloudWatch](https://web.archive.org/web/20240727065740/https://aws.amazon.com/cloudwatch/) log group Lambda sends logs to, making it easier to aggregate logs from multiple functions within an application in one place. You can then apply security, governance, and retention policies to logs at the application level rather than individually to every function.
",Lambda,Advanced logging controls
Q. How do I use advanced logging controls?,"
You can specify advanced logging controls for your Lambda functions using AWS Lambda API, AWS Lambda console, AWS CLI, AWS Serverless Application Model (SAM), and AWS CloudFormation. To learn more, visit the [launch blog post](https://web.archive.org/web/20240727065740/https://aws.amazon.com/blogs/compute/introducing-advanced-logging-controls-for-aws-lambda-functions/) for advanced logging controls or the [Lambda Developer Guide](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/monitoring-cloudwatchlogs.html#monitoring-cloudwatchlogs-advanced).
",Lambda,Advanced logging controls
Q. Can I use my own logging libraries to generate JSON structured logs for my Lambda function?,"
Yes, you can use your own logging libraries to generate Lambda logs in JSON structured format. To ensure your logging libraries work seamlessly with Lambda’s native JSON structured logging capability, Lambda will not double-encode any logs generated by your function that are already JSON encoded. You can also use [Powertools for AWS Lambda](https://web.archive.org/web/20240727065740/https://github.com/aws-powertools/) library to capture Lambda logs in JSON structured format.
",Lambda,Advanced logging controls
Q. How will I be charged for using the advanced logging controls?,"
There is no additional charge for using advanced logging controls on Lambda. You will continue to be charged for ingestion and storage of your Lambda logs by Amazon CloudWatch Logs. See [CloudWatch pricing page](https://web.archive.org/web/20240727065740/https://aws.amazon.com/cloudwatch/pricing/) for log pricing details.
",Lambda,Advanced logging controls
Q: How do I compile my AWS Lambda function Java code?,"
You can use standard tools like Maven or Gradle to compile your Lambda function. Your build process should mimic the same build process you would use to compile any Java code that depends on the AWS SDK. Run your Java compiler tool on your source files and include the AWS SDK 1.9 or later with transitive dependencies on your classpath. For more details, see our [documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/java-lambda.html).
",Lambda,AWS Lambda functions in Java
Q: What is the JVM environment that Lambda uses for executing my function?,"
                Lambda provides the Amazon Linux build of openjdk 1.8. 
              ",Lambda,AWS Lambda functions in Java
Q: Can I use packages with AWS Lambda?,"
Yes. You can use NPM packages as well as custom packages. Learn more [here](https://web.archive.org/web/20240727065740/https://aws.amazon.com/blogs/compute/nodejs-packages-in-lambda/).
",Lambda,AWS Lambda functions in Node.js
Q: Can I execute other programs from within my AWS Lambda function written in Node.js?,"
Yes. Lambda’s built-in sandbox lets you run batch (“shell”) scripts, other language runtimes, utility routines, and executables. Learn more [here](https://web.archive.org/web/20240727065740/https://aws.amazon.com/blogs/compute/running-executables-in-aws-lambda/).
",Lambda,AWS Lambda functions in Node.js
Q: Is it possible to use native modules with AWS Lambda functions written in Node.js?,"
Yes. Any statically linked native module can be included in the ZIP file you upload, as well as dynamically linked modules compiled with an rpath pointing to your Lambda function root directory. Learn more [here](https://web.archive.org/web/20240727065740/https://aws.amazon.com/blogs/compute/nodejs-packages-in-lambda/).
",Lambda,AWS Lambda functions in Node.js
Q: Can I execute binaries with AWS Lambda written in Node.js?,"
Yes. You can use Node.js' child_process command to execute a binary that you included in your function or any executable from Amazon Linux that is visible to your function. Alternatively several NPM packages exist that wrap command line binaries such as node-ffmpeg. Learn more [here](https://web.archive.org/web/20240727065740/https://aws.amazon.com/blogs/compute/running-executables-in-aws-lambda/).
",Lambda,AWS Lambda functions in Node.js
Q: How do I deploy AWS Lambda function code written in Node.js?,"
To deploy a Lambda function written in Node.js, simply package your Javascript code and dependent libraries as a ZIP. You can upload the ZIP from your local environment, or specify an Amazon S3 location where the ZIP file is located. For more details, see our [documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/authoring-function-in-nodejs.html).
",Lambda,AWS Lambda functions in Node.js
Q: Can I use Python packages with AWS Lambda?,"
                Yes. You can use pip to install any Python packages needed. 
              ",Lambda,AWS Lambda functions in Python
Q: How do I package and deploy an AWS Lambda function in C#?,"
                You can create a C# Lambda function using the Visual Studio IDE by selecting ""Publish to AWS Lambda"" in the Solution Explorer. Alternatively, you can directly run the ""dotnet lambda publish"" command from the dotnet CLI, which has the [# Lambda CLI tools patch] installed, which creates a ZIP of your C# source code along with all NuGet dependencies as well as your own published DLL assemblies, and automatically uploads it to AWS Lambda using the runtime parameter “dotnetcore1.0” 
              ",Lambda,AWS Lambda functions in C#
Q: How do I deploy AWS Lambda function code written in PowerShell?,"
A PowerShell Lambda deployment package is a ZIP file that contains your PowerShell script, PowerShell modules that are required for your PowerShell script, and the assemblies needed to host PowerShell Core. You then use the AWSLambdaPSCore PowerShell module that you can install from the [PowerShell Gallery](https://web.archive.org/web/20240727065740/https://www.powershellgallery.com/packages/AWSLambdaPSCore/1.1.0.0) to create your PowerShell Lambda deployment package.
",Lambda,AWS Lambda functions in PowerShell
Q: How do I package and deploy an AWS Lambda function in Go? ,"
Upload your Go executable artifact as a ZIP file through the AWS CLI or Lambda console and select the go1.x runtime. With Lambda, you can use Go's native tools to build and package your code. For more details, read our [documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/go-programming-model.html). 
",Lambda,AWS Lambda functions in Go
Q: How do I deploy AWS Lambda function code written in Ruby? ,"
                To deploy a Lambda function written in Ruby, package your Ruby code and gems as a ZIP. You can upload the ZIP from your local environment, or specify an Amazon S3 location where the ZIP file is located. 
              ",Lambda,AWS Lambda functions in Ruby
"Q: Which versions of Amazon Linux, Node.js, Python, JDK, .NET Core, SDKs, and additional libraries does AWS Lambda support?","
You can view the list of supported versions [here](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/current-supported-versions.html).
",Lambda,Other topics
Q: Can I change the version of Amazon Linux or any language runtime?,"
No. AWS Lambda offers a single version of the operating system and managed language runtime to all users of the service. You can [bring your own language runtime](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/lambda/latest/dg/runtimes-custom.html) to use in Lambda.
",Lambda,Other topics
Q: How can I record and audit calls made to the AWS Lambda API?,"
                AWS Lambda is integrated with AWS CloudTrail. AWS CloudTrail can record and deliver log files to your Amazon S3 bucket describing the API usage of your account. 
              ",Lambda,Other topics
Q: How do I coordinate calls between multiple Lambda functions?,"
You can use Amazon Step Functions to coordinate multiple invoking Lambda functions. You can invoke multiple Lambda functions serially, passing the output of one to the other, or in parallel. See our [documentation](https://web.archive.org/web/20240727065740/https://docs.aws.amazon.com/step-functions/latest/dg/hello-lambda.html) for more details.
",Lambda,Other topics
Q: Does AWS Lambda support Advanced Vector Extensions 2 (AVX2)?,"
                Yes, AWS Lambda supports the Advanced Vector Extensions 2 (AVX2) instruction set. To learn more about how to compile your application code to target this instruction set for improved performance, visit the AWS Lambda developer documentation. 
              ",Lambda,Other topics
